48  595.222150 2024.068657 1.924344 -0.510823 -0.034610 0.175036 -0.197299 0.006945 0.004618 2.230514 5.167752 2.121000 0.007847 -0.004159
53  636.166698 1961.883693 0.909083 -5.885250 4.822405 0.215501 -1.409767 1.129865 0.015633 2.065031 4.820431 1.592000 2.375596 -0.012913
72  564.389651 2045.591713 3.155877 3.459736 -1.258092 0.231005 0.517191 -0.308041 0.035582 2.315557 5.092352 1.844000 -0.511774 0.094036
79  608.046204 2020.966335 1.113860 0.216398 -0.110490 0.075895 0.010960 0.009267 0.005839 1.741445 3.946010 1.544000 -2.161007 -0.005258

9 8 1542800371.948272
11  599.872749 2024.333289 1.764607 -4.178753 1.782883 0.501835 -1.003065 0.458076 0.089276 1.868864 4.098336 1.550000 2.598394 1.572613
20  606.737583 2024.551026 1.139774 5.273903 7.346984 -0.112961 1.320809 0.858620 -0.062020 1.923238 5.062275 1.595000 0.833387 -0.215703
23  589.418146 2025.570764 2.248621 0.138178 -0.584950 0.223835 -0.016681 -0.190385 0.022075 1.972376 4.543998 1.718000 -0.552334 -0.029972
31  609.386294 2026.063738 1.173309 -0.722051 0.592454 0.300207 -0.108312 0.174859 0.005900 2.075559 4.515946 1.636000 -2.155240 -0.011068
48  595.865244 2023.568032 1.975401 0.517655 -0.607982 0.132630 0.236070 -0.214848 -0.012574 2.193785 5.119660 2.121000 -0.004829 -0.011162
53  633.377023 1964.745066 1.000344 -5.988995 5.587542 0.199053 -1.179674 1.206549 0.006344 2.055440 4.861757 1.592000 2.415534 0.017847
72  566.248470 2044.885793 3.280251 3.718287 -1.412086 0.248793 0.517191 -0.308041 0.035582 2.315557 5.092352 1.844000 -0.464764 0.094036
79  607.993045 2021.166342 1.303287 0.023818 0.199451 0.259911 -0.049086 0.101828 0.060742 1.685694 4.025045 1.544000 -2.165200 -0.006200

10 8 1542800372.397808
20  609.375305 2028.027273 1.076460 5.867654 7.732965 -0.140841 1.320809 0.858620 -0.062020 1.923238 5.062275 1.595000 0.736421 -0.215703
23  589.614350 2026.051706 2.310350 0.283003 0.196441 0.185717 0.038361 0.122898 0.004715 1.983750 4.449066 1.718000 -0.616739 -0.061188
31  609.039818 2026.365403 1.309456 -0.770741 0.671059 0.302860 -0.108312 0.174859 0.005900 2.075559 4.515946 1.636000 -2.160216 -0.011068
48  596.211035 2022.377028 2.003345 0.697427 -1.689418 0.094155 0.263253 -0.578342 -0.024688 2.374275 5.234427 2.121000 0.041782 0.021150
53  631.060046 1966.982179 1.011992 -5.774473 5.500614 0.105882 -0.898128 0.968666 -0.029953 2.040571 4.841788 1.592000 2.350931 -0.029962
72  568.024490 2044.188760 3.399283 3.950783 -1.550562 0.264788 0.517191 -0.308041 0.035582 2.315557 5.092352 1.844000 -0.422492 0.094036
79  607.678576 2020.836249 1.432064 -0.379425 -0.287178 0.286810 -0.184171 -0.086850 0.060598 1.643536 4.050642 1.544000 -2.156142 0.001342
99  596.607823 2005.988779 1.736922 -0.867039 3.613132 0.155881 -0.143804 0.520925 0.013903 2.380719 4.898818 1.749000 1.959717 -0.022297

11 8 1542800372.948008
20  613.003524 2032.541872 0.980195 6.594363 8.205378 -0.174965 1.320809 0.858620 -0.062020 1.923238 5.062275 1.595000 0.617741 -0.215703
23  588.918268 2026.292833 2.374578 -0.633759 0.368167 0.145534 -0.306502 0.161179 -0.011015 2.163640 4.487110 1.718000 -0.635650 -0.051950
48  595.800201 2021.679742 2.036439 -0.106264 -1.565707 0.068380 -0.090701 -0.413438 -0.029238 2.358175 5.129363 2.121000 0.050957 0.019603
53  627.924326 1969.699703 1.158387 -5.900085 5.325206 0.203755 -0.755860 0.695213 0.014191 1.989839 4.912700 1.592000 2.440358 0.042366
72  570.354774 2043.242391 3.555741 4.235341 -1.720046 0.284365 0.517191 -0.308041 0.035582 2.315557 5.092352 1.844000 -0.370753 0.094036
79  608.136297 2021.072620 1.570568 0.369817 0.160457 0.275819 0.145876 0.105387 0.043396 1.627685 4.232326 1.544000 -2.151500 0.003984
99  597.151781 2009.472978 1.859339 0.325597 5.498869 0.202288 0.243793 1.008296 0.025715 2.495560 4.972902 1.749000 1.855917 -0.078916
112  663.175655 1935.783004 0.932637 -3.225890 3.588194 0.241731 -0.531270 0.593828 0.037514 2.119762 4.357423 1.582000 2.349637 0.078881

12 6 1542800373.447883
23  590.366440 2026.502732 2.431304 1.200864 0.433179 0.125704 0.420638 0.155488 -0.016254 1.935247 4.620235 1.718000 -0.510377 0.040556
48  595.724419 2020.793776 2.063315 -0.151603 -1.772374 0.053765 -0.090701 -0.413438 -0.029238 2.358175 5.129363 2.121000 0.060755 0.019603
53  624.973466 1972.198384 1.320537 -6.058941 5.278791 0.277194 -0.672200 0.544713 0.039538 2.074163 4.901141 1.592000 2.428185 0.020292
79  608.329805 2020.922381 1.685447 0.412515 -0.065967 0.260729 0.134488 0.000213 0.029535 1.723119 4.237474 1.544000 -2.182949 -0.016969
99  597.346056 2013.216784 1.948592 0.415701 6.805687 0.195382 0.232760 1.287169 0.018851 2.384842 5.012969 1.749000 1.739749 -0.125496
112  660.788775 1937.922116 1.003500 -4.262472 4.121872 0.189166 -0.767696 0.666453 0.015645 2.071773 4.331380 1.582000 2.272193 0.010007

13 7 1542800373.947765
23  591.071841 2026.758124 2.490080 1.411134 0.510905 0.117579 0.420638 0.155488 -0.016254 1.935247 4.620235 1.718000 -0.490104 0.040556
48  595.625971 2019.804487 2.082885 -0.196943 -1.979045 0.039150 -0.090701 -0.413438 -0.029238 2.358175 5.129363 2.121000 0.070554 0.019603
53  621.417442 1975.207681 1.486136 -6.819317 5.827936 0.317220 -0.832477 0.649278 0.047191 2.022309 4.923730 1.592000 2.379496 -0.018669
79  607.945463 2020.125850 1.799060 -0.198413 -0.895532 0.249308 -0.117566 -0.308155 0.019803 1.672510 4.248622 1.544000 -2.242953 -0.048519
99  598.852828 2017.710951 2.164338 1.880919 8.286703 0.328046 0.732342 1.597386 0.064496 2.418949 5.069973 1.749000 1.640535 -0.147623
112  658.041476 1940.451191 1.052185 -5.152372 4.815013 0.137658 -0.952027 0.797558 -0.005962 2.047946 4.341761 1.582000 2.289996 0.018255
154  597.059797 2001.698273 1.951375 -1.620707 3.556439 0.226246 -0.287702 0.566953 0.034891 2.239009 4.541646 1.641000 2.258748 -0.005705

14 7 1542800374.447637
23  591.882333 2027.052363 2.544793 1.621399 0.588629 0.109454 0.420638 0.155488 -0.016254 1.935247 4.620235 1.718000 -0.469831 0.040556
48  595.504861 2018.711912 2.095149 -0.242281 -2.185711 0.024535 -0.090701 -0.413438 -0.029238 2.358175 5.129363 2.121000 0.080353 0.019603
53  618.397207 1978.063224 1.648354 -6.529811 5.892368 0.331177 -0.568152 0.551839 0.043583 1.935839 4.956747 1.592000 2.379410 -0.012525
79  607.816906 2019.601199 1.928630 -0.257181 -1.049570 0.259206 -0.117566 -0.308155 0.019803 1.672510 4.248622 1.544000 -2.267207 -0.048519
99  599.976038 2022.252384 2.344435 2.246996 9.085192 0.360286 0.732342 1.597386 0.064496 2.418949 5.069973 1.749000 1.566743 -0.147623
112  655.661811 1942.733737 1.054660 -5.111947 4.828451 0.057487 -0.754165 0.649928 -0.035543 2.069202 4.314972 1.582000 2.287695 0.010703
154  596.727034 2004.649595 2.110141 -1.150309 4.993736 0.285009 -0.114008 0.893264 0.046576 2.228938 4.678187 1.641000 2.144141 -0.066943

15 6 1542800374.947539
23  592.797992 2027.385477 2.595447 1.831677 0.666358 0.101328 0.420638 0.155488 -0.016254 1.935247 4.620235 1.718000 -0.449557 0.040556
53  615.391208 1981.552799 1.651771 -6.340595 6.648343 0.148381 -0.391526 0.731030 -0.032774 1.943297 4.960875 1.592000 2.410524 0.012361
79  607.658961 2018.999508 2.063157 -0.315952 -1.203618 0.269106 -0.117566 -0.308155 0.019803 1.672510 4.248622 1.544000 -2.291462 -0.048519
99  601.282330 2027.193280 2.540661 2.613096 9.883728 0.392528 0.732342 1.597386 0.064496 2.418949 5.069973 1.749000 1.492945 -0.147623
112  652.935789 1945.824792 1.048307 -5.467648 5.765667 0.008550 -0.745966 0.885553 -0.047537 2.097092 4.301651 1.582000 2.285677 0.005801
154  596.123501 2007.369202 2.264257 -1.207302 5.440281 0.308293 -0.114008 0.893264 0.046576 2.228938 4.678187 1.641000 2.110676 -0.066943

16 6 1542800375.447384
53  612.011646 1983.644825 1.741197 -6.669197 5.342536 0.159715 -0.441070 0.108009 -0.022442 2.080920 4.956920 1.592000 2.422742 0.016385
79  607.471661 2018.320895 2.202616 -0.374716 -1.357647 0.279004 -0.117566 -0.308155 0.019803 1.672510 4.248622 1.544000 -2.315714 -0.048519
99  602.771445 2032.532711 2.752977 2.979153 10.682174 0.424766 0.732342 1.597386 0.064496 2.418949 5.069973 1.749000 1.419157 -0.147623
112  650.328412 1948.242394 1.086460 -5.470166 5.394438 0.039107 -0.604631 0.574960 -0.026808 2.124607 4.378185 1.582000 2.291098 0.007481
154  595.491552 2010.311677 2.429992 -1.264289 5.886775 0.331574 -0.114008 0.893264 0.046576 2.228938 4.678187 1.641000 2.077215 -0.066943
197  589.593184 2028.384281 2.441365 -0.261468 0.235470 0.005613 -0.031599 0.123889 0.000910 2.187426 4.546601 1.718000 -0.747456 -0.062776

17 4 1542800375.947245
53  608.567770 1986.342336 1.815425 -6.889671 5.396525 0.148498 -0.441070 0.108009 -0.022442 2.080920 4.956920 1.592000 2.430932 0.016385
112  647.332856 1951.634418 1.223472 -5.902960 6.335936 0.172862 -0.654034 0.822462 0.028873 2.151419 4.436230 1.582000 2.337356 0.035826
154  594.831098 2013.477437 2.607371 -1.321277 6.333283 0.354855 -0.114008 0.893264 0.046576 2.228938 4.678187 1.641000 2.043753 -0.066943
197  590.257838 2026.415320 2.509413 0.620969 -2.070634 0.078770 0.222409 -0.545759 0.021469 2.264608 4.410521 1.718000 -0.274368 0.213654

18 3 1542800376.447154
53  605.013333 1989.067101 1.884052 -7.110166 5.450520 0.137279 -0.441070 0.108009 -0.022442 2.080920 4.956920 1.592000 2.439123 0.016385
112  644.353399 1954.584566 1.383067 -6.070171 6.246573 0.265388 -0.593949 0.634202 0.058246 2.147605 4.508614 1.582000 2.346076 0.029699
197  589.947067 2026.301308 2.598106 -0.010499 -1.183029 0.137731 -0.032085 -0.148098 0.037996 2.157372 4.486918 1.718000 -0.722490 -0.116140

19 4 1542800376.947003
53  601.349124 1991.818523 1.947064 -7.330634 5.504508 0.126062 -0.441070 0.108009 -0.022442 2.080920 4.956920 1.592000 2.447314 0.016385
112  640.980422 1958.074749 1.542045 -6.592334 6.811305 0.308430 -0.678367 0.727031 0.063465 2.145458 4.472059 1.582000 2.307596 -0.005853
197  591.115314 2027.605229 2.688913 1.274215 0.870210 0.170450 0.446975 0.635363 0.043052 2.488009 4.256805 1.718000 -0.560634 0.018054
238  708.278982 1916.572743 0.597000 -0.388965 -0.330342 0.000000 -0.101775 -0.006469 0.000000 2.066631 0.898245 0.899000 0.641227 -0.024661

20 3 1542800377.447456
112  638.492687 1960.225277 1.739488 -5.771542 5.472184 0.372343 -0.244443 0.090154 0.075489 2.099354 4.492012 1.582000 2.243964 -0.046329
197  590.037727 2027.645013 2.915846 -0.516251 0.576570 0.336231 -0.304899 0.407053 0.096894 2.244251 4.103307 1.718000 -0.489074 0.056513
238  707.930409 1916.244381 0.597000 -0.596550 -0.530478 0.000000 -0.149287 -0.066188 0.000000 2.105728 0.824969 0.899000 0.730389 0.035543

21 4 1542800377.898133
112  635.841936 1962.709776 1.922627 -5.881707 5.512814 0.406365 -0.244443 0.090154 0.075489 2.099354 4.492012 1.582000 2.223084 -0.046329
197  590.286521 2027.270014 3.158110 -0.044906 -0.043822 0.459499 -0.082351 0.113186 0.125994 2.532952 4.237527 1.718000 -0.303412 0.154513
238  708.124915 1916.335978 0.597000 -0.061983 -0.140795 0.000000 0.062851 0.081681 0.000000 2.125649 0.837860 0.899000 0.673500 -0.010984
284  707.260508 1896.115682 0.985000 -1.758149 1.524991 0.000000 -0.248118 0.205956 0.000000 1.866899 4.905800 1.566000 2.356158 -0.069353

22 5 1542800378.397983
112  632.840890 1965.487882 2.144610 -6.003892 5.557877 0.444098 -0.244443 0.090154 0.075489 2.099354 4.492012 1.582000 2.199927 -0.046329
197  589.607514 2026.739153 3.431098 -0.796935 -0.587737 0.535698 -0.341987 -0.106136 0.130823 2.525167 4.403892 1.718000 -0.307984 0.103255
238  708.138636 1916.485512 0.597000 0.004547 0.141603 0.000000 0.076175 0.173343 0.000000 2.153325 0.833578 0.899000 0.645545 -0.026132
284  705.203670 1897.793934 0.985000 -3.269121 2.702327 0.000000 -0.656572 0.522361 0.000000 1.875003 4.881036 1.566000 2.361493 -0.045406
295  713.348446 1877.514176 2.268000 -0.806556 0.876783 0.000000 -0.321629 0.162960 0.000000 2.658359 12.535139 4.464000 2.694802 -0.022676

23 6 1542800378.897841
112  629.778721 1968.288556 2.385457 -6.126079 5.602942 0.481832 -0.244443 0.090154 0.075489 2.099354 4.492012 1.582000 2.176769 -0.046329
197  589.123712 2026.418849 3.731558 -0.967880 -0.640790 0.601090 -0.341987 -0.106136 0.130823 2.525167 4.403892 1.718000 -0.256371 0.103255
238  708.113566 1916.443917 0.597000 -0.012744 0.042373 0.000000 0.054782 0.101525 0.000000 2.170293 0.814800 0.899000 0.688392 0.011541
284  702.534019 1899.941510 0.985000 -4.641194 3.761499 0.000000 -1.031240 0.808802 0.000000 1.884855 4.851763 1.566000 2.417802 0.006209
295  712.864921 1877.993160 2.268000 -0.967325 0.958240 0.000000 -0.321629 0.162960 0.000000 2.658359 12.535139 4.464000 2.683467 -0.022676
308  709.650486 1917.572464 0.597000 -0.607091 0.023087 0.000000 -0.151231 -0.032771 0.000000 2.206032 0.688040 0.899000 0.748904 0.013913

24 5 1542800379.397716
197  588.554439 2026.072013 4.064717 -1.138830 -0.693845 0.666485 -0.341987 -0.106136 0.130823 2.525167 4.403892 1.718000 -0.204757 0.103255
238  708.054919 1916.667584 0.597000 -0.063802 0.303741 0.000000 0.024567 0.182653 0.000000 2.243625 0.820154 0.899000 0.709384 0.021743
284  699.819030 1902.277756 0.985000 -5.320245 4.468239 0.000000 -1.094105 0.925046 0.000000 1.913533 4.866269 1.566000 2.441835 0.020134
295  712.301013 1878.512880 2.268000 -1.128099 1.039699 0.000000 -0.321629 0.162960 0.000000 2.658359 12.535139 4.464000 2.672132 -0.022676
308  709.884155 1917.422201 0.597000 0.011129 -0.178676 0.000000 0.059242 -0.089008 0.000000 2.169634 0.710726 0.899000 0.724115 -0.005212

25 6 1542800379.897591
197  587.899712 2025.698656 4.430566 -1.309781 -0.746900 0.731880 -0.341987 -0.106136 0.130823 2.525167 4.403892 1.718000 -0.153142 0.103255
238  708.154521 1916.459802 0.597000 0.097258 -0.085933 0.000000 0.081347 -0.000906 0.000000 2.214974 0.762275 0.899000 0.665213 -0.015030
284  696.688371 1904.653495 0.985000 -6.102685 4.824717 0.000000 -1.185412 0.883980 0.000000 1.898225 4.853911 1.566000 2.383656 -0.025392
295  711.656737 1879.073319 2.268000 -1.288873 1.121159 0.000000 -0.321629 0.162960 0.000000 2.658359 12.535139 4.464000 2.660797 -0.022676
308  710.059628 1917.863322 0.597000 0.224569 0.431839 0.000000 0.126197 0.149566 0.000000 2.159072 0.778555 0.899000 0.686031 -0.028152
340  708.788351 1880.351017 2.311643 -0.412197 1.272338 0.057533 -0.069615 0.179871 0.012128 2.791756 12.772078 4.464000 2.543069 0.005332

26 4 1542800380.398024
238  707.976483 1916.249300 0.597000 -0.154774 -0.284570 0.000000 -0.029453 -0.075916 0.000000 2.185729 0.788986 0.899000 0.606769 -0.049009
284  693.512297 1907.665337 1.016784 -6.488245 5.713849 0.037764 -1.105635 1.055613 0.014508 1.939802 4.865330 1.566000 2.428425 0.012952
308  709.810388 1917.520087 0.597000 -0.179696 -0.202714 0.000000 -0.053609 -0.123326 0.000000 2.156036 0.821529 0.899000 0.723451 0.005883
340  708.916384 1879.913498 2.365518 -0.022685 0.012024 0.090200 0.059168 -0.229930 0.020200 2.888164 12.729619 4.464000 2.533027 -0.002327

27 4 1542800380.947696
238  707.882508 1916.069942 0.597000 -0.170964 -0.326299 0.000000 -0.029453 -0.075916 0.000000 2.185729 0.788986 0.899000 0.579830 -0.049009
284  689.966066 1910.939254 1.090964 -6.686246 6.079214 0.102462 -0.947355 0.972607 0.036420 1.973583 4.835766 1.566000 2.456291 0.026860
308  710.089582 1917.780609 0.597000 0.248056 0.204169 0.000000 0.125655 0.062781 0.000000 2.193058 0.864365 0.899000 0.740371 0.015034
340  708.515838 1879.920282 2.337109 -0.459449 -0.033851 0.004091 -0.115777 -0.199917 -0.016040 2.866232 12.704659 4.464000 2.517251 -0.011780

28 4 1542800381.448102
238  707.789582 1915.887651 0.597000 -0.185702 -0.364288 0.000000 -0.029453 -0.075916 0.000000 2.185729 0.788986 0.899000 0.555306 -0.049009
284  686.485401 1913.528923 1.251180 -7.041138 5.755956 0.236862 -0.902208 0.665757 0.080433 1.980262 4.732725 1.566000 2.435840 0.004684
308  710.031716 1917.667388 0.597000 0.061893 -0.034048 0.000000 0.030088 -0.040688 0.000000 2.182771 0.850792 0.899000 0.724988 0.000058
340  708.766928 1880.253526 2.291348 0.078702 0.333920 -0.055121 0.115013 -0.018792 -0.035858 2.934642 12.659315 4.464000 2.548407 0.012263

29 5 1542800381.897652
238  707.700147 1915.708543 0.597000 -0.198943 -0.398416 0.000000 -0.029453 -0.075916 0.000000 2.185729 0.788986 0.899000 0.533274 -0.049009
284  683.608127 1916.632755 1.413375 -6.881527 6.513865 0.320431 -0.695265 0.833676 0.097792 1.853898 4.798691 1.566000 2.497056 0.043136
308  709.848230 1917.628191 0.597000 -0.186217 -0.071197 0.000000 -0.066575 -0.047655 0.000000 2.153221 0.802141 0.899000 0.756599 0.020599
340  708.468041 1880.038563 2.249820 -0.301525 -0.111012 -0.082719 -0.047801 -0.183322 -0.040184 2.903537 12.671791 4.464000 2.499307 -0.023170
398  708.060926 1916.238564 0.597000 -0.465143 -0.291611 0.000000 -0.082085 -0.062654 0.000000 2.213158 0.784301 0.899000 0.676580 0.002217

30 6 1542800382.397543
284  680.526103 1919.988270 1.591975 -6.590001 6.799563 0.362083 -0.459814 0.785395 0.095127 1.962770 4.879518 1.566000 2.399606 -0.037247
308  710.057157 1917.627134 0.597000 0.163840 -0.039148 0.000000 0.075425 -0.026959 0.000000 2.182357 0.792484 0.899000 0.698968 -0.025277
340  708.686400 1879.910673 2.241069 0.134335 -0.234731 -0.051356 0.125322 -0.195401 -0.020810 2.916061 12.741194 4.464000 2.533221 0.007536
398  707.807893 1916.077134 0.597000 -0.506176 -0.322931 0.000000 -0.082085 -0.062654 0.000000 2.213158 0.784301 0.899000 0.677688 0.002217
412  761.959784 1843.982248 0.845673 -4.161365 1.357354 -0.025396 -0.609776 0.211402 -0.003832 1.781621 4.867011 1.602000 2.328247 -0.035903
414  757.175514 1883.895941 0.688000 -0.626619 -0.324628 0.000000 -0.119211 -0.028331 0.000000 2.044051 0.387949 1.072000 1.995929 -0.004686

31 9 1542800382.897959
284  677.113216 1923.587556 1.796988 -6.820100 7.192587 0.409685 -0.459814 0.785395 0.095127 1.962770 4.879518 1.566000 2.380967 -0.037247
308  710.031430 1917.346066 0.597000 0.051424 -0.354763 0.000000 0.019370 -0.139743 0.000000 2.207889 0.785007 0.899000 0.745502 0.014577
340  708.830008 1879.443409 2.328618 0.250524 -0.690038 0.078996 0.145499 -0.330298 0.032302 2.854543 12.717917 4.464000 2.531881 0.004095
398  707.534039 1915.899845 0.597000 -0.547253 -0.354284 0.000000 -0.082085 -0.062654 0.000000 2.213158 0.784301 0.899000 0.678798 0.002217
412  760.055013 1845.146747 0.825742 -4.095690 1.948434 -0.034343 -0.506935 0.345991 -0.005781 1.877103 4.803750 1.602000 2.447548 0.039631
414  757.266902 1883.927459 0.688000 -0.160399 -0.095635 0.000000 0.037849 0.044295 0.000000 2.021725 0.421889 1.072000 1.984720 -0.010049
436  753.260863 1885.762187 0.789303 -0.203501 -0.058699 0.115044 -0.043026 -0.028326 0.024264 2.145801 0.507234 1.017000 0.973565 -0.016649
444  755.375703 1884.536005 0.752000 0.339357 -0.310159 0.000000 0.082599 -0.063961 0.000000 2.086902 0.411304 1.017000 1.016768 -0.009445
445  751.743434 1886.739696 0.730624 1.108996 -0.799673 0.018082 -0.018685 -0.102961 0.021343 2.032855 0.430332 1.017000 1.007651 0.082543

32 12 1542800383.397856
284  673.588962 1927.379377 2.025560 -7.049960 7.585204 0.457239 -0.459814 0.785395 0.095127 1.962770 4.879518 1.566000 2.362348 -0.037247
308  709.775364 1917.769946 0.597000 -0.277994 0.328024 0.000000 -0.107772 0.142452 0.000000 2.287030 0.846466 0.899000 0.706549 -0.016389
340  709.042143 1880.159920 2.394903 0.383118 0.499826 0.117320 0.168087 0.180999 0.040670 2.920318 12.722960 4.464000 2.509747 -0.012098
412  756.893746 1846.579478 0.807878 -5.531577 2.567296 -0.036336 -0.935175 0.507478 -0.005456 1.862733 4.710214 1.602000 2.365318 -0.025658
414  757.467732 1884.286393 0.688000 0.180417 0.395530 0.000000 0.155220 0.215312 0.000000 2.058341 0.443239 1.072000 2.028692 0.021692
436  753.176050 1885.789411 0.765779 -0.191628 0.003929 0.022090 -0.032896 -0.005025 -0.007625 2.118327 0.448489 1.017000 0.997616 0.002853
444  755.141710 1884.497911 0.752000 -0.131242 -0.181745 0.000000 -0.072738 -0.015290 0.000000 2.139443 0.403854 1.017000 1.025750 -0.001190
445  751.621897 1886.561823 0.664702 0.289793 -0.552401 -0.068123 -0.264444 -0.012305 -0.008054 2.067643 0.427540 1.017000 0.980745 0.041478
455  758.282427 1883.319428 0.688000 0.181190 0.174358 0.000000 0.045760 0.047324 0.000000 2.090678 0.377093 1.072000 2.011848 -0.012521
462  757.302206 1884.121876 0.688000 -0.531793 0.137037 0.000000 -0.171717 0.043771 0.000000 2.141360 0.285567 1.072000 1.988510 -0.022687
463  749.695649 1888.249291 0.664716 0.579426 0.368362 -0.115041 0.106929 0.054070 -0.024262 2.040334 0.394334 1.017000 0.699010 0.033680
466  749.776757 1888.035215 0.739284 -0.092454 -0.170675 0.115041 -0.047159 -0.011798 0.024262 2.036874 0.346516 1.017000 0.673193 -0.010875

33 13 1542800383.897713
308  709.995261 1917.087206 0.597000 0.124564 -0.644642 0.000000 0.063359 -0.248932 0.000000 2.259069 0.825242 0.899000 0.655730 -0.044858
340  709.227936 1880.241507 2.407346 0.410657 0.337571 0.070924 0.146831 0.085886 0.015558 2.864206 12.703673 4.464000 2.528289 0.004324
412  753.317181 1849.522558 0.776865 -6.691943 4.659037 -0.052837 -1.202118 1.215593 -0.010762 1.981542 4.646074 1.602000 2.369774 -0.014175
414  757.852676 1884.196819 0.688000 0.562593 0.097307 0.000000 0.272955 0.058436 0.000000 2.064767 0.452122 1.072000 2.029442 0.015019
436  753.460638 1885.494261 0.744958 0.252456 -0.349208 -0.017225 0.134854 -0.132742 -0.020557 2.135488 0.406003 1.017000 0.990151 -0.002895
444  755.153524 1885.119392 0.752000 -0.054315 0.659327 0.000000 -0.031473 0.293860 0.000000 2.037987 0.397082 1.017000 1.004584 -0.014489
445  751.577495 1886.897048 0.648683 0.011623 0.169606 -0.048394 -0.317620 0.252931 0.000599 2.081883 0.463196 1.017000 1.049358 0.072432
