frame: 1 detections_num: 69 timestamp: 1532402927.647951
detection: id: 59  position: 407.576000 1163.308000 0.729000  size: 0.634000 0.618000 1.752000  angle: 0.000000 0.000000 -0.046705
detection: id: 60  position: 407.887000 1163.323000 0.511000  size: 0.599000 0.835000 1.265000  angle: 0.000000 -0.000000 -1.888987
detection: id: 61  position: 407.962000 1190.975000 0.711000  size: 1.908000 0.579000 1.051000  angle: 0.000000 -0.000000 -0.412002
detection: id: 62  position: 390.829000 1151.462000 0.412000  size: 2.042000 0.714000 1.073000  angle: 0.000000 -0.000000 -0.382140
detection: id: 63  position: 417.374000 1192.132000 0.961000  size: 0.971000 0.937000 1.568000  angle: 0.000000 0.000000 2.858832
detection: id: 64  position: 399.285000 1171.936000 0.558000  size: 2.126000 0.716000 1.031000  angle: 0.000000 -0.000000 -0.320128
detection: id: 65  position: 397.389000 1164.192000 0.540000  size: 2.037000 0.731000 1.100000  angle: 0.000000 -0.000000 -0.431969
detection: id: 66  position: 399.863000 1143.574000 0.738000  size: 1.907000 4.727000 1.957000  angle: 0.000000 -0.000000 -1.911781
detection: id: 67  position: 396.535000 1162.355000 0.498000  size: 2.034000 0.683000 1.127000  angle: 0.000000 -0.000000 -0.445530
detection: id: 68  position: 393.298000 1155.018000 0.485000  size: 1.908000 0.721000 1.106000  angle: 0.000000 -0.000000 -0.401146
detection: id: 69  position: 399.773000 1169.799000 0.536000  size: 1.990000 0.651000 1.107000  angle: 0.000000 -0.000000 -0.360829

frame: 2 detections_num: 78 timestamp: 1532402928.147847
detection: id: 1  position: 373.256000 1130.419000 0.810000  size: 0.621000 0.669000 1.642000  angle: 0.000000 0.000000 -0.368107
detection: id: 2  position: 378.655000 1152.763000 0.873000  size: 0.775000 0.769000 1.711000  angle: 0.000000 -0.000000 -1.970250
detection: id: 3  position: 353.776000 1132.363000 0.622000  size: 2.011000 4.633000 1.573000  angle: 0.000000 0.000000 -0.403398
detection: id: 4  position: 376.399000 1159.165000 0.980000  size: 0.752000 0.819000 1.637000  angle: 0.000000 0.000000 1.130502
detection: id: 5  position: 410.072000 1196.780000 0.706000  size: 0.427000 0.359000 0.794000  angle: 0.000000 -0.000000 -2.025542
detection: id: 6  position: 372.664000 1129.247000 0.747000  size: 0.689000 1.770000 1.709000  angle: 0.000000 0.000000 -0.201865
detection: id: 7  position: 378.424000 1150.587000 0.833000  size: 0.661000 0.703000 1.839000  angle: 0.000000 -0.000000 -1.992817
detection: id: 8  position: 411.119000 1205.870000 1.010000  size: 1.837000 4.320000 1.631000  angle: 0.000000 0.000000 1.095875
detection: id: 9  position: 389.959000 1116.584000 0.862000  size: 0.700000 0.913000 1.760000  angle: 0.000000 -0.000000 -1.986918
detection: id: 10  position: 395.620000 1122.119000 0.550000  size: 0.648000 0.709000 1.609000  angle: 0.000000 0.000000 3.104266
detection: id: 11  position: 394.842000 1158.711000 0.521000  size: 1.977000 0.703000 1.149000  angle: 0.000000 -0.000000 -0.418879
detection: id: 12  position: 408.524000 1190.723000 0.773000  size: 1.910000 0.555000 1.055000  angle: 0.000000 -0.000000 -0.406156
detection: id: 13  position: 416.858000 1193.723000 1.044000  size: 1.019000 0.915000 1.670000  angle: 0.000000 0.000000 2.754112
detection: id: 14  position: 423.386000 1166.833000 1.109000  size: 0.934000 0.891000 1.835000  angle: 0.000000 -0.000000 -1.832282
detection: id: 15  position: 356.640000 1144.191000 0.795000  size: 0.800000 0.908000 1.835000  angle: 0.000000 0.000000 -0.367409
detection: id: 16  position: 398.571000 1170.134000 0.513000  size: 1.736000 0.694000 1.166000  angle: 0.000000 -0.000000 -0.415319
detection: id: 17  position: 394.050000 1156.846000 0.509000  size: 1.964000 0.694000 1.131000  angle: 0.000000 -0.000000 -0.383693
detection: id: 18  position: 392.945000 1148.426000 0.766000  size: 1.708000 4.010000 1.631000  angle: 0.000000 -0.000000 -1.990321
detection: id: 19  position: 371.763000 1129.172000 0.647000  size: 0.790000 0.741000 1.725000  angle: 0.000000 0.000000 -0.298294
detection: id: 20  position: 409.998000 1164.084000 1.623000  size: 2.877000 10.201000 3.595000  angle: 0.000000 -0.000000 -1.897051
detection: id: 21  position: 392.077000 1104.169000 1.068000  size: 2.135000 4.956000 2.170000  angle: 0.000000 0.000000 2.734634
detection: id: 22  position: 391.105000 1119.164000 0.996000  size: 0.767000 0.951000 1.835000  angle: 0.000000 -0.000000 -2.057429
detection: id: 23  position: 387.520000 1143.568000 0.541000  size: 1.967000 0.704000 0.962000  angle: 0.000000 -0.000000 -0.361562
detection: id: 24  position: 392.526000 1153.183000 0.495000  size: 2.060000 0.759000 1.100000  angle: 0.000000 -0.000000 -0.418600
detection: id: 25  position: 360.800000 1124.190000 0.189000  size: 0.418000 0.439000 0.761000  angle: 0.000000 0.000000 -0.406365
detection: id: 26  position: 396.227000 1164.778000 0.453000  size: 1.993000 0.744000 1.245000  angle: 0.000000 -0.000000 -0.380412
detection: id: 27  position: 401.265000 1173.449000 0.482000  size: 0.476000 0.461000 0.720000  angle: 0.000000 0.000000 -1.227071
detection: id: 28  position: 399.016000 1167.877000 0.567000  size: 1.969000 0.716000 1.092000  angle: 0.000000 -0.000000 -0.394741
detection: id: 29  position: 423.565000 1237.894000 2.480000  size: 2.909000 6.908000 3.558000  angle: 0.000000 0.000000 1.219304
detection: id: 30  position: 383.093000 1209.198000 1.931000  size: 0.842000 0.884000 1.749000  angle: 0.000000 0.000000 -1.051386
detection: id: 31  position: 386.807000 1141.706000 0.557000  size: 1.990000 0.726000 0.921000  angle: 0.000000 -0.000000 -0.385037
detection: id: 32  position: 410.519000 1166.187000 2.295000  size: 0.708000 0.863000 1.616000  angle: 0.000000 -0.000000 -1.588546
detection: id: 33  position: 379.413000 1152.535000 0.830000  size: 0.734000 0.775000 1.821000  angle: 0.000000 -0.000000 -1.992241
detection: id: 34  position: 397.032000 1166.701000 0.487000  size: 2.069000 0.712000 1.088000  angle: 0.000000 -0.000000 -0.415319
detection: id: 35  position: 376.747000 1146.988000 0.830000  size: 0.733000 0.746000 1.695000  angle: 0.000000 -0.000000 -2.114135
detection: id: 36  position: 417.275000 1194.325000 1.044000  size: 0.913000 0.873000 1.697000  angle: 0.000000 0.000000 2.719206
detection: id: 37  position: 390.073000 1149.573000 0.444000  size: 2.050000 0.693000 1.081000  angle: 0.000000 -0.000000 -0.364687
detection: id: 38  position: 391.841000 1138.065000 0.615000  size: 1.847000 4.115000 1.526000  angle: 0.000000 -0.000000 -1.989431
detection: id: 39  position: 391.734000 1151.279000 0.527000  size: 1.977000 0.764000 1.144000  angle: 0.000000 -0.000000 -0.366240
detection: id: 40  position: 396.326000 1104.747000 0.729000  size: 2.326000 0.638000 1.221000  angle: 0.000000 -0.000000 -1.385128
detection: id: 41  position: 386.070000 1139.830000 0.556000  size: 1.842000 0.677000 0.885000  angle: 0.000000 -0.000000 -0.367584
detection: id: 42  position: 373.199000 1142.066000 0.658000  size: 0.698000 0.813000 1.656000  angle: 0.000000 -0.000000 -2.180579
detection: id: 43  position: 402.619000 1193.230000 0.782000  size: 0.793000 1.000000 1.604000  angle: 0.000000 0.000000 -0.075555
detection: id: 44  position: 360.932000 1129.086000 0.585000  size: 1.939000 4.819000 1.736000  angle: 0.000000 0.000000 -0.403398
detection: id: 45  position: 400.519000 1171.691000 0.627000  size: 2.073000 0.633000 1.078000  angle: 0.000000 -0.000000 -0.355035
detection: id: 46  position: 395.651000 1160.538000 0.535000  size: 1.945000 0.649000 1.110000  angle: 0.000000 -0.000000 -0.436332
detection: id: 47  position: 398.565000 1110.043000 1.788000  size: 3.016000 3.992000 2.916000  angle: 0.000000 0.000000 2.734634
detection: id: 48  position: 398.222000 1166.030000 0.577000  size: 1.964000 0.720000 1.104000  angle: 0.000000 -0.000000 -0.424429
detection: id: 49  position: 350.956000 1126.412000 0.812000  size: 1.972000 4.698000 1.581000  angle: 0.000000 0.000000 -0.379487
detection: id: 50  position: 389.934000 1120.974000 0.748000  size: 0.759000 0.837000 1.916000  angle: 0.000000 -0.000000 -2.057429
detection: id: 51  position: 376.020000 1147.484000 0.706000  size: 0.739000 0.771000 1.766000  angle: 0.000000 -0.000000 -2.069995
detection: id: 52  position: 389.237000 1115.498000 0.982000  size: 0.694000 0.902000 1.807000  angle: 0.000000 -0.000000 -2.054509
detection: id: 53  position: 409.019000 1191.781000 0.667000  size: 0.336000 0.332000 0.693000  angle: 0.000000 0.000000 -0.425843
detection: id: 54  position: 378.353000 1151.279000 0.783000  size: 0.751000 0.807000 1.706000  angle: 0.000000 -0.000000 -2.045177
detection: id: 55  position: 388.968000 1123.640000 0.727000  size: 0.777000 0.958000 1.757000  angle: 0.000000 0.000000 2.762245
detection: id: 56  position: 388.280000 1137.846000 0.980000  size: 1.787000 4.535000 2.059000  angle: 0.000000 -0.000000 -2.006884
detection: id: 57  position: 418.846000 1191.580000 1.143000  size: 0.942000 1.040000 1.937000  angle: 0.000000 0.000000 2.841379
detection: id: 58  position: 369.855000 1128.744000 0.676000  size: 0.687000 0.716000 1.730000  angle: 0.000000 -0.000000 -1.839717
detection: id: 59  position: 389.017000 1221.738000 1.957000  size: 0.900000 0.956000 1.827000  angle: 0.000000 -0.000000 -3.065861
detection: id: 60  position: 390.397000 1119.603000 0.905000  size: 0.728000 0.858000 2.000000  angle: 0.000000 -0.000000 -1.987616
detection: id: 61  position: 385.521000 1201.641000 1.663000  size: 0.767000 0.872000 1.809000  angle: 0.000000 0.000000 2.206323
detection: id: 62  position: 407.573000 1163.324000 0.746000  size: 0.634000 0.618000 1.752000  angle: 0.000000 0.000000 -0.081612
detection: id: 63  position: 407.929000 1163.410000 0.511000  size: 0.599000 0.835000 1.265000  angle: 0.000000 -0.000000 -1.888987
detection: id: 64  position: 407.962000 1190.975000 0.751000  size: 1.908000 0.579000 1.051000  angle: 0.000000 -0.000000 -0.412002
detection: id: 65  position: 390.829000 1151.462000 0.437000  size: 2.042000 0.714000 1.073000  angle: 0.000000 -0.000000 -0.382140
detection: id: 66  position: 394.741000 1160.871000 0.464000  size: 1.950000 0.720000 1.148000  angle: 0.000000 -0.000000 -0.416732
detection: id: 67  position: 416.718000 1192.286000 1.011000  size: 0.971000 0.937000 1.568000  angle: 0.000000 0.000000 2.899556
detection: id: 68  position: 399.290000 1171.950000 0.558000  size: 2.126000 0.716000 1.031000  angle: 0.000000 -0.000000 -0.320128
detection: id: 69  position: 397.389000 1164.192000 0.565000  size: 2.037000 0.731000 1.100000  angle: 0.000000 -0.000000 -0.431969
detection: id: 70  position: 398.996000 1141.132000 0.738000  size: 1.907000 4.727000 1.957000  angle: 0.000000 -0.000000 -1.911781
detection: id: 71  position: 378.211000 1107.204000 0.928000  size: 2.084000 4.712000 1.749000  angle: 0.000000 -0.000000 -2.000915
detection: id: 72  position: 396.535000 1162.355000 0.534000  size: 2.034000 0.683000 1.127000  angle: 0.000000 -0.000000 -0.445530
detection: id: 73  position: 397.849000 1168.476000 0.513000  size: 1.730000 0.702000 1.089000  angle: 0.000000 -0.000000 -0.415319
detection: id: 74  position: 427.997000 1212.339000 0.410000  size: 1.273000 2.751000 1.742000  angle: 0.000000 -0.000000 -1.949987
detection: id: 75  position: 393.298000 1155.017000 0.514000  size: 1.908000 0.721000 1.106000  angle: 0.000000 -0.000000 -0.401146
detection: id: 76  position: 399.773000 1169.799000 0.586000  size: 1.990000 0.651000 1.107000  angle: 0.000000 -0.000000 -0.360829
detection: id: 77  position: 395.573000 1162.752000 0.445000  size: 2.088000 0.719000 1.130000  angle: 0.000000 -0.000000 -0.432772
detection: id: 78  position: 360.095000 1122.376000 0.700000  size: 1.875000 4.363000 1.441000  angle: 0.000000 0.000000 -0.379435

frame: 3 detections_num: 86 timestamp: 1532402928.698048
detection: id: 1  position: 373.256000 1130.419000 0.820000  size: 0.621000 0.669000 1.642000  angle: 0.000000 0.000000 -0.368107
detection: id: 2  position: 378.422000 1152.177000 0.882000  size: 0.775000 0.769000 1.711000  angle: 0.000000 -0.000000 -1.970250
detection: id: 3  position: 353.759000 1132.370000 0.642000  size: 2.011000 4.633000 1.573000  angle: 0.000000 0.000000 -0.403398
detection: id: 4  position: 376.667000 1159.822000 1.022000  size: 0.752000 0.819000 1.637000  angle: 0.000000 0.000000 1.130502
detection: id: 5  position: 410.080000 1196.795000 0.756000  size: 0.427000 0.359000 0.794000  angle: 0.000000 -0.000000 -2.025542
detection: id: 6  position: 372.664000 1129.247000 0.822000  size: 0.689000 1.770000 1.709000  angle: 0.000000 0.000000 -0.201865
detection: id: 7  position: 378.186000 1150.047000 0.833000  size: 0.661000 0.703000 1.839000  angle: 0.000000 -0.000000 -1.992817
detection: id: 8  position: 392.736000 1113.268000 1.023000  size: 0.626000 0.687000 1.766000  angle: 0.000000 0.000000 -1.384133
detection: id: 9  position: 413.269000 1210.541000 1.110000  size: 1.837000 4.320000 1.631000  angle: 0.000000 0.000000 1.095875
detection: id: 10  position: 389.696000 1116.003000 0.913000  size: 0.700000 0.913000 1.760000  angle: 0.000000 -0.000000 -1.986918
detection: id: 11  position: 394.907000 1122.104000 0.586000  size: 0.648000 0.709000 1.609000  angle: 0.000000 0.000000 3.120556
detection: id: 12  position: 394.842000 1158.711000 0.554000  size: 1.977000 0.703000 1.149000  angle: 0.000000 -0.000000 -0.418879
detection: id: 13  position: 408.524000 1190.723000 0.814000  size: 1.910000 0.555000 1.055000  angle: 0.000000 -0.000000 -0.406156
detection: id: 14  position: 416.129000 1193.950000 1.119000  size: 1.019000 0.915000 1.670000  angle: 0.000000 0.000000 2.806472
detection: id: 15  position: 423.173000 1166.030000 1.109000  size: 0.934000 0.891000 1.835000  angle: 0.000000 -0.000000 -1.832282
detection: id: 16  position: 357.212000 1143.879000 0.771000  size: 0.800000 0.908000 1.835000  angle: 0.000000 0.000000 -0.367409
detection: id: 17  position: 398.571000 1170.134000 0.550000  size: 1.736000 0.694000 1.166000  angle: 0.000000 -0.000000 -0.415319
detection: id: 18  position: 394.050000 1156.846000 0.528000  size: 1.964000 0.694000 1.131000  angle: 0.000000 -0.000000 -0.383693
detection: id: 19  position: 392.836000 1148.208000 0.791000  size: 1.708000 4.010000 1.631000  angle: 0.000000 -0.000000 -1.990321
detection: id: 20  position: 393.894000 1158.918000 0.571000  size: 2.097000 0.732000 1.082000  angle: 0.000000 -0.000000 -0.416732
detection: id: 21  position: 371.763000 1129.172000 0.652000  size: 0.790000 0.741000 1.725000  angle: 0.000000 0.000000 -0.298294
detection: id: 22  position: 410.007000 1164.069000 1.623000  size: 2.877000 10.201000 3.595000  angle: 0.000000 -0.000000 -1.897051
detection: id: 23  position: 392.077000 1104.169000 1.102000  size: 2.135000 4.956000 2.170000  angle: 0.000000 0.000000 2.734634
detection: id: 24  position: 390.849000 1118.632000 0.980000  size: 0.767000 0.951000 1.835000  angle: 0.000000 -0.000000 -2.057429
detection: id: 25  position: 387.520000 1143.568000 0.575000  size: 1.967000 0.704000 0.962000  angle: 0.000000 -0.000000 -0.361562
detection: id: 26  position: 359.898000 1112.295000 0.293000  size: 2.001000 0.626000 1.077000  angle: 0.000000 -0.000000 -1.961261
detection: id: 27  position: 392.526000 1153.183000 0.520000  size: 2.060000 0.759000 1.100000  angle: 0.000000 -0.000000 -0.418600
detection: id: 28  position: 360.800000 1124.190000 0.203000  size: 0.418000 0.439000 0.761000  angle: 0.000000 0.000000 -0.406365
detection: id: 29  position: 396.227000 1164.778000 0.478000  size: 1.993000 0.744000 1.245000  angle: 0.000000 -0.000000 -0.380412
detection: id: 30  position: 401.261000 1173.415000 0.582000  size: 0.476000 0.461000 0.720000  angle: 0.000000 0.000000 -1.174711
detection: id: 31  position: 399.020000 1167.875000 0.588000  size: 1.969000 0.716000 1.092000  angle: 0.000000 -0.000000 -0.394741
detection: id: 32  position: 425.128000 1242.504000 2.609000  size: 2.909000 6.908000 3.558000  angle: 0.000000 0.000000 1.228031
detection: id: 33  position: 383.450000 1208.557000 1.982000  size: 0.842000 0.884000 1.749000  angle: 0.000000 0.000000 -1.060113
detection: id: 34  position: 386.807000 1141.706000 0.571000  size: 1.990000 0.726000 0.921000  angle: 0.000000 -0.000000 -0.385037
detection: id: 35  position: 410.519000 1166.187000 2.295000  size: 0.708000 0.863000 1.616000  angle: 0.000000 -0.000000 -1.588546
detection: id: 36  position: 379.051000 1151.743000 0.830000  size: 0.734000 0.775000 1.821000  angle: 0.000000 -0.000000 -1.992241
detection: id: 37  position: 397.032000 1166.701000 0.508000  size: 2.069000 0.712000 1.088000  angle: 0.000000 -0.000000 -0.415319
detection: id: 38  position: 376.428000 1146.460000 0.780000  size: 0.733000 0.746000 1.695000  angle: 0.000000 -0.000000 -2.114135
detection: id: 39  position: 416.618000 1194.507000 1.144000  size: 0.913000 0.873000 1.697000  angle: 0.000000 0.000000 2.719206
detection: id: 40  position: 390.073000 1149.573000 0.477000  size: 2.050000 0.693000 1.081000  angle: 0.000000 -0.000000 -0.364687
detection: id: 41  position: 393.752000 1118.182000 0.928000  size: 0.775000 0.837000 1.746000  angle: 0.000000 -0.000000 -1.848862
detection: id: 42  position: 389.353000 1132.372000 0.640000  size: 1.847000 4.115000 1.526000  angle: 0.000000 -0.000000 -1.989431
detection: id: 43  position: 391.734000 1151.279000 0.552000  size: 1.977000 0.764000 1.144000  angle: 0.000000 -0.000000 -0.366240
detection: id: 44  position: 361.875000 1111.448000 0.333000  size: 2.160000 0.685000 1.162000  angle: 0.000000 -0.000000 -1.996168
detection: id: 45  position: 396.326000 1104.747000 0.742000  size: 2.326000 0.638000 1.221000  angle: 0.000000 -0.000000 -1.385128
detection: id: 46  position: 386.070000 1139.830000 0.581000  size: 1.842000 0.677000 0.885000  angle: 0.000000 -0.000000 -0.367584
detection: id: 47  position: 377.004000 1150.648000 0.847000  size: 0.777000 0.828000 1.734000  angle: 0.000000 -0.000000 -1.992241
detection: id: 48  position: 372.801000 1141.652000 0.608000  size: 0.698000 0.813000 1.656000  angle: 0.000000 -0.000000 -2.224213
detection: id: 49  position: 404.132000 1193.110000 1.001000  size: 0.793000 1.000000 1.604000  angle: 0.000000 0.000000 -0.066829
detection: id: 50  position: 360.919000 1129.055000 0.668000  size: 1.939000 4.819000 1.736000  angle: 0.000000 0.000000 -0.403398
detection: id: 51  position: 400.519000 1171.691000 0.661000  size: 2.073000 0.633000 1.078000  angle: 0.000000 -0.000000 -0.355035
detection: id: 52  position: 395.651000 1160.538000 0.560000  size: 1.945000 0.649000 1.110000  angle: 0.000000 -0.000000 -0.436332
detection: id: 53  position: 398.565000 1110.043000 1.788000  size: 3.016000 3.992000 2.916000  angle: 0.000000 0.000000 2.734634
detection: id: 54  position: 398.222000 1166.030000 0.594000  size: 1.964000 0.720000 1.104000  angle: 0.000000 -0.000000 -0.424429
detection: id: 55  position: 350.850000 1126.454000 0.846000  size: 1.972000 4.698000 1.581000  angle: 0.000000 0.000000 -0.379487
detection: id: 56  position: 389.624000 1120.400000 0.778000  size: 0.759000 0.837000 1.916000  angle: 0.000000 -0.000000 -2.039976
detection: id: 57  position: 375.800000 1146.941000 0.806000  size: 0.739000 0.771000 1.766000  angle: 0.000000 -0.000000 -2.069995
detection: id: 58  position: 388.866000 1114.955000 1.011000  size: 0.694000 0.902000 1.807000  angle: 0.000000 -0.000000 -2.042043
detection: id: 59  position: 409.019000 1191.781000 0.692000  size: 0.336000 0.332000 0.693000  angle: 0.000000 0.000000 -0.425843
detection: id: 60  position: 378.102000 1150.768000 0.783000  size: 0.751000 0.807000 1.706000  angle: 0.000000 -0.000000 -2.045177
detection: id: 61  position: 388.979000 1123.636000 0.747000  size: 0.777000 0.958000 1.757000  angle: 0.000000 0.000000 2.762245
detection: id: 62  position: 387.375000 1135.941000 0.980000  size: 1.787000 4.535000 2.059000  angle: 0.000000 -0.000000 -2.006884
detection: id: 63  position: 418.293000 1191.727000 1.176000  size: 0.942000 1.040000 1.937000  angle: 0.000000 0.000000 2.858832
detection: id: 64  position: 369.925000 1128.724000 0.754000  size: 0.687000 0.716000 1.730000  angle: 0.000000 -0.000000 -1.839717
detection: id: 65  position: 388.246000 1221.696000 2.082000  size: 0.900000 0.956000 1.827000  angle: 0.000000 -0.000000 -3.065861
